"","Name","Edition","City","Country","Owner","Seeker","Trader","Rarity","WillingnessToTrade","Popularity"
"3111","Gothenburg Tumbler","Icon Tumbler","Gothenburg","Sweden",6,13,1,0.0148063781321185,0.214285714285714,0.00546946216955333
"3112","White Siren","Limited Edition","Various","China",3,12,0,0.0273348519362187,0,0.00273473108477666
"3113","Kupu-kupu Tarum Dance, Kuta - Bali","Indonesia Dancers","Kuta","Indonesia",56,21,3,0.0119589977220957,0.0789473684210526,0.0510483135824977
"3114","Legong Dance, Ubud - Bali","Indonesia Dancers","Ubud","Indonesia",55,21,4,0.00956719817767654,0.107142857142857,0.0501367365542388
"3115","2012 Kanazawa II Mug","Japan Country Series","Kanazawa","Japan",71,10,5,0.00379650721336371,0.104166666666667,0.064721969006381
"3116","Alicante - Casa Carbonell","08 Icon Edition","Alicante","Spain",276,209,21,0.0216400911161731,0.113718411552347,0.251595259799453
"3117","Yellow Mid Autumn Mug 2012","Holiday Mugs","Various","China",11,2,2,0.00151860288534548,0.25,0.0100273473108478
"3118","Festival Tumblers - Sinulog 2013 Tumbler","City Tumbler","Cebu","Philippines",9,2,0,0.00455580865603645,0,0.00820419325432999
"3119","year of the snake","Non-City Tumbler","Quezon City","Philippines",3,2,0,0.00455580865603645,0,0.00273473108477666
"3120","Farm","Limited Edition","Various","USA",4,3,0,0.00683371298405467,0,0.00364630811303555
"3121","2013 Valentine- Little Icon mug-Red","Holiday Mugs","Various","Japan",9,0,3,0,0.45,0.00820419325432999
"3122","2013 Valentine demi mug- Heart Relief","Holiday Mugs Mini","Various","Japan",12,2,3,0.00113895216400911,0.346153846153846,0.0109389243391067
"3123","Cyprus Tumbler","Non-City Tumbler","Various","Cyprus",4,4,1,0.00455580865603645,0.3,0.00364630811303555
"3124","Squirrel and Mouse","Christmas Mugs","Various","USA",13,3,1,0.00341685649202733,0.107142857142857,0.0118505013673655
"3125","Mexican Demitasse Set","Mini Mugs","Various","Mexico",6,6,1,0.00683371298405467,0.214285714285714,0.00546946216955333
"3126","Berlin Relief Mug","Relief Series","Berlin","Germany",271,86,31,0.00612186788154897,0.170955882352941,0.247037374658159
"3127","Starbucks Seattle","Limited Edition","Seattle","USA",8,14,0,0.0318906605922551,0,0.0072926162260711
"3128","2012 Metal Handle Classic Tall Mug","Limited Edition","Various","USA",5,2,0,0.00455580865603645,0,0.00455788514129444
"3129","Japan Via 3","Coffee Origin Series","Various","Japan",2,0,0,0,0,0.00182315405651778
"3130","Never be without great coffee","Coffee Origin Series","Various","Japan",2,1,0,0.00227790432801822,0,0.00182315405651778
"3131","Fun desk top mug","Limited Edition","Various","Japan",2,1,0,0.00227790432801822,0,0.00182315405651778
"3132","I Heart You","Holiday Mugs","Various","USA",5,5,1,0.00569476082004556,0.25,0.00455788514129444
"3133","XOXO","Holiday Mugs","Various","USA",2,2,0,0.00455580865603645,0,0.00182315405651778
"3134","Valentine demi cup and saucer","Holiday Mugs Mini","Various","USA",2,2,0,0.00455580865603645,0,0.00182315405651778
"3135","You & Me","Holiday Mugs","Various","USA",28,4,4,0.00182232346241458,0.206896551724138,0.0255241567912489
"3136","Sweet Flirt","Holiday Mugs","Various","USA",4,2,1,0.00227790432801822,0.3,0.00364630811303555
"3137","Blonde Roast","Coffee Origin Series","Various","USA",20,0,3,0,0.214285714285714,0.0182315405651778
"3138","Lime ceramic/rubber tumbler","Non-City Tumbler","Various","USA",17,1,1,0.00113895216400911,0.0833333333333333,0.0154968094804011
"3139","Deborah Reinhart Package","Christmas Mugs","Various","USA",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"3140","Deborah Reinhart Ornament","Undefined Series","Various","USA",5,2,1,0.00227790432801822,0.25,0.00455788514129444
"3141","Christmas Stocking","Christmas Mugs","Various","USA",6,1,0,0.00227790432801822,0,0.00546946216955333
"3142","Oh Christmas Tree","Christmas Mugs","Various","USA",2,0,0,0,0,0.00182315405651778
"3143","Holiday demi cup and saucer","Holiday Mugs Mini","Various","China",2,3,0,0.00683371298405467,0,0.00182315405651778
"3144","Snow Globes","Christmas Mugs","Various","USA",1,0,0,0,0,0.000911577028258888
"3145","Star of Wonder","Christmas Mugs","Various","USA",3,1,1,0.00113895216400911,0.375,0.00273473108477666
"3146","Wish","Christmas Mugs","Various","USA",10,0,1,0,0.136363636363636,0.00911577028258888
"3147","Noel","Christmas Mugs","Various","USA",7,0,1,0,0.1875,0.00638103919781222
"3148","Peace","Christmas Mugs","Various","USA",7,0,1,0,0.1875,0.00638103919781222
"3149","2012 Winter Lights Mug","Limited Edition","Various","Japan",5,2,1,0.00227790432801822,0.25,0.00455788514129444
"3150","Thailand Tuk Tuk 1st version","Asian Artsy Design Mugs","Various","Thailand",8,11,0,0.0250569476082005,0,0.0072926162260711
"3151","TUMBLER 12 Oz.  BLACK SNAKE SKIN CNY 13","Non-City Tumbler","Various","Indonesia",5,1,0,0.00227790432801822,0,0.00455788514129444
"3152","2013 Kanazawa Ⅱ Tumbler","City Tumbler","Kanazawa","Japan",6,1,1,0.00113895216400911,0.214285714285714,0.00546946216955333
"3153","Christmas Icicle Tumbler","Non-City Tumbler","Various","China",5,2,0,0.00455580865603645,0,0.00455788514129444
"3154","2013 - Year of the Snake","Asian Artsy Design Mugs","Various","China",49,11,3,0.00626423690205011,0.09,0.0446672743846855
"3155","Les paresseuses s'invitent chez Starbucks","Limited Edition","Various","France",11,0,2,0,0.25,0.0100273473108478
"3156","2012 Hiroshima II","Japan Country Series","Hiroshima","Japan",74,20,5,0.00759301442672741,0.1,0.0674567000911577
"3157","Arequipa - Andean Condor","08 Icon Edition","Arequipa","Peru",228,234,3,0.133257403189066,0.0196506550218341,0.207839562443026
"3158","Customizable Cold Cup, 12 Oz.","Non-City Tumbler","Seattle","USA",18,1,0,0.00227790432801822,0,0.01640838650866
"3159","Stainless Steel Tumbler, silver 8 fl. oz.","Non-City Tumbler","Various","USA",5,0,0,0,0,0.00455788514129444
"3160","Double-walled Stainless Steel Tumbler, silver 16 fl. oz","Non-City Tumbler","Various","USA",2,0,0,0,0,0.00182315405651778
"3161","Holiday Mug gold, 14 fl. oz","Limited Edition","Various","USA",8,0,1,0,0.166666666666667,0.0072926162260711
"3162","Stainless Steel Desktop Tumbler, metallic bronze 14 fl. oz","Non-City Tumbler","Various","USA",3,0,0,0,0,0.00273473108477666
"3163","Stainless Steel Desktop Tumbler, red 14 fl. oz","Non-City Tumbler","Various","USA",11,0,1,0,0.125,0.0100273473108478
"3164","Hong Kong Relief Mug","Relief Series","Hong Kong","China",206,85,13,0.0138301334201106,0.0942028985507246,0.187784867821331
"3165","2012 Christmas Fox 12 Oz. Cold Cup","Non-City Tumbler","Key West","USA",9,2,2,0.00151860288534548,0.3,0.00820419325432999
"3166","Japan 2004 Winter","Limited Edition","Various","Japan",3,7,0,0.0159453302961276,0,0.00273473108477666
"3167","Japan 2006 Golden Tumbler","Non-City Tumbler","Various","Japan",3,1,0,0.00227790432801822,0,0.00273473108477666
"3168","Japan Sakura 2007 Tumbler","Non-City Tumbler","Various","Japan",3,2,0,0.00455580865603645,0,0.00273473108477666
"3169","Japan 2008 Tumbler","Non-City Tumbler","Various","Japan",6,1,0,0.00227790432801822,0,0.00546946216955333
"3170","2012 20 Oz. Florida Cold Cup","Non-City Tumbler","Miami","USA",3,1,0,0.00227790432801822,0,0.00273473108477666
"3171","2013 Peach charming mug","Asian Artsy Design Mugs","Various","Taiwan",13,2,3,0.00113895216400911,0.321428571428571,0.0118505013673655
"3172","2013 The Whirling Dance mug","Asian Artsy Design Mugs","Various","Taiwan",12,1,1,0.00113895216400911,0.115384615384615,0.0109389243391067
"3173","2013 Pink peach blossoms mug","Asian Artsy Design Mugs","Various","Taiwan",10,0,4,0,0.545454545454546,0.00911577028258888
"3174","2013 Butterfly Dance mug","Asian Artsy Design Mugs","Various","Taiwan",6,1,0,0.00227790432801822,0,0.00546946216955333
"3175","2013 Peony Red Mug","Asian Artsy Design Mugs","Various","Taiwan",8,2,1,0.00227790432801822,0.166666666666667,0.0072926162260711
"3176","2013 Peony Flower Demi 3oz","Mini Mugs","Various","Taiwan",13,4,0,0.00911161731207289,0,0.0118505013673655
"3177","2013 Red Rose black background mug","Asian Artsy Design Mugs","Various","Taiwan",5,2,0,0.00455580865603645,0,0.00455788514129444
"3178","2013 Red Rose white background mug","Asian Artsy Design Mugs","Various","Taiwan",5,2,0,0.00455580865603645,0,0.00455788514129444
"3179","2012 16 Oz. Florida Cold Cup","Non-City Tumbler","Naples","USA",3,2,0,0.00455580865603645,0,0.00273473108477666
"3180","2013 Chinese snake handle mug","Asian Artsy Design Mugs","Various","Japan",16,8,1,0.00911161731207289,0.0882352941176471,0.0145852324521422
"3181","Guangzhou tumbler","Icon Tumbler","Guangzhou","China",14,5,1,0.00569476082004556,0.1,0.0127620783956244
"3182","2013 Japan Tohoku City Tumbler","City Tumbler","Tohoku","Japan",7,3,0,0.00683371298405467,0,0.00638103919781222
"3183","2012 Silver Tree","Christmas Mugs","Various","Japan",4,0,2,0,0.6,0.00364630811303555
"3184","2012 Blue Snowflakes","Christmas Mugs","Various","Japan",1,1,0,0.00227790432801822,0,0.000911577028258888
"3185","Oslo Tumbler","Icon Tumbler","Oslo","Norway",14,14,1,0.0159453302961276,0.1,0.0127620783956244
"3186","2012 Guatemala Antigua","Coffee Blend Series","New York","USA",56,4,7,0.00113895216400911,0.184210526315789,0.0510483135824977
"3187","2013 Tohoku","Japan Country Series","Sendai","Japan",39,27,0,0.061503416856492,0,0.0355515041020966
"3188","Shenyang Tumbler","Icon Tumbler","Shenyang","China",8,6,4,0.00273348519362187,0.666666666666667,0.0072926162260711
"3189","Shenzhen Tumbler","Icon Tumbler","Shenzhen","China",16,6,5,0.00227790432801822,0.441176470588235,0.0145852324521422
"3190","Nurnberg Tumbler","Icon Tumbler","Nurnberg","Germany",12,8,2,0.00607441154138193,0.230769230769231,0.0109389243391067
"3191","Blue Penguin","Christmas Mugs","Various","USA",3,0,1,0,0.375,0.00273473108477666
"3192","Red Penguin","Christmas Mugs","Various","USA",2,1,0,0.00227790432801822,0,0.00182315405651778
"3193","Red Ornament Mug","Christmas Mugs","Various","USA",2,1,0,0.00227790432801822,0,0.00182315405651778
"3194","Blue Snowflake Mug","Christmas Mugs","Various","USA",1,2,0,0.00455580865603645,0,0.000911577028258888
"3195","Green Christmas Tree Mug","Christmas Mugs","Various","USA",2,1,0,0.00227790432801822,0,0.00182315405651778
"3196","Dove/Ornament Green and White Mug","Christmas Mugs","Various","China",4,0,0,0,0,0.00364630811303555
"3197","Dove/Ornament Red Mug","Christmas Mugs","Various","China",2,1,0,0.00227790432801822,0,0.00182315405651778
"3198","Christmas stamps, Barista 2001","Christmas Mugs","Various","USA",5,2,0,0.00455580865603645,0,0.00455788514129444
"3199","Peace Desk top mug","Christmas Mugs","Various","USA",1,0,0,0,0,0.000911577028258888
"3200","Buone Feste II","Holiday Mugs","Various","USA",6,1,1,0.00113895216400911,0.214285714285714,0.00546946216955333
"3201","Buone Feste I","Holiday Mugs","Various","USA",6,1,1,0.00113895216400911,0.214285714285714,0.00546946216955333
"3202","12 Days of Christmas II","Christmas Mugs","Various","USA",7,1,1,0.00113895216400911,0.1875,0.00638103919781222
"3203","12 Days of Christmas I","Christmas Mugs","Various","USA",7,2,1,0.00227790432801822,0.1875,0.00638103919781222
"3204","Blue/Green Evergreen Tree","Christmas Mugs","Various","USA",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"3205","Sneaky Shaking of Presents, Barista 2000, 20 Oz","00 Barista Series","Various","USA",9,2,1,0.00227790432801822,0.15,0.00820419325432999
"3206","Sparkle, Sip, Savor, Barista 2000, 20 Oz","00 Barista Series","Various","USA",4,1,0,0.00227790432801822,0,0.00364630811303555
"3207","Jolly","Christmas Mugs","Various","USA",5,3,3,0.00170842824601367,0.75,0.00455788514129444
"3208","Wish","Christmas Mugs","Various","USA",1,2,0,0.00455580865603645,0,0.000911577028258888
"3209","Merry","Christmas Mugs","Various","USA",2,2,1,0.00227790432801822,0.5,0.00182315405651778
"3210","Joy","Christmas Mugs","Various","USA",3,5,2,0.00379650721336371,0.75,0.00273473108477666
"3211","Holiday Words II","Holiday Mugs","Various","USA",4,0,1,0,0.3,0.00364630811303555
"3212","Holiday Words I","Holiday Mugs","Various","USA",5,0,1,0,0.25,0.00455788514129444
"3213","Naughty or Nice","Christmas Mugs","Various","USA",5,2,0,0.00455580865603645,0,0.00455788514129444
"3214","Joy","Christmas Mugs","Various","China",4,1,1,0.00113895216400911,0.3,0.00364630811303555
"3215","Wish","Christmas Mugs","Various","China",4,2,0,0.00455580865603645,0,0.00364630811303555
"3216","Japan White/Red Holiday Stars","Holiday Mugs","Various","Japan",8,1,1,0.00113895216400911,0.166666666666667,0.0072926162260711
"3217","Japan White/Blue Holiday Stars","Holiday Mugs","Various","Japan",7,1,1,0.00113895216400911,0.1875,0.00638103919781222
"3218","Monet Ceramic Travel Mug","Limited Edition","Various","USA",1,3,0,0.00683371298405467,0,0.000911577028258888
"3219","Grapes Ceramic Travel Mug","Limited Edition","Various","USA",1,3,0,0.00683371298405467,0,0.000911577028258888
"3220","Klimt Design Travel Mug","Limited Edition","Various","USA",2,5,0,0.0113895216400911,0,0.00182315405651778
"3221","Vincent Van Gogh Irises Travel Mug","Limited Edition","Various","USA",3,7,1,0.00797266514806378,0.375,0.00273473108477666
"3222","Japan 2003 Holiday Mug","Holiday Mugs","Various","Japan",7,1,0,0.00227790432801822,0,0.00638103919781222
"3223","2012 Emma Bridgewater Holiday Mug","Holiday Mugs","Various","United Kingdom",27,4,2,0.00303720577069096,0.107142857142857,0.02461257976299
"3224","Changchun - Railway Station","08 Icon Edition","Changchun","China",268,143,25,0.0125284738041002,0.139405204460967,0.244302643573382
"3225","Lima- Global Icon Demitasse","08 Icon Edition Mini","Lima","Peru",47,26,7,0.00740318906605923,0.21875,0.0428441203281677
"3226","Haikou - Century Bridge","08 Icon Edition","Haikou","China",268,153,30,0.0112425600705416,0.16728624535316,0.244302643573382
"3227","St. Petersburg Tumbler","Icon Tumbler","St. Petersburg","Russia",34,11,12,0.00192745750832311,0.514285714285714,0.0309936189608022
"3228","Refill Tumbler","Non-City Tumbler","Various","USA",5,0,2,0,0.5,0.00455788514129444
"3229","Wuhan  Icon Tumbler","Icon Tumbler","Wuhan","China",6,8,3,0.00455580865603645,0.642857142857143,0.00546946216955333
"3230","S/S Networker White steel mug (Black Lid)","Limited Edition","Various","South Korea",2,1,1,0.00113895216400911,0.5,0.00182315405651778
"3231","Red Trees Tumbler","Non-City Tumbler","Various","Canada",7,0,1,0,0.1875,0.00638103919781222
"3232","Philippines 15th Anniversay Tumbler","Non-City Tumbler","Manila","Philippines",26,5,0,0.0113895216400911,0,0.0237010027347311
"3233","2012 Nagano","City Tumbler","Nagano","Japan",6,1,1,0.00113895216400911,0.214285714285714,0.00546946216955333
"3234","2002 Starbucks City Tumbler Sapporo 12 oz","City Tumbler","Sapporo","Japan",5,4,0,0.00911161731207289,0,0.00455788514129444
"3235","Van Gogh's Starry Night Christmas","01 Barista series","Various","USA",10,6,2,0.00455580865603645,0.272727272727273,0.00911577028258888
"3236","Van Gogh's Starry Night Travel mug","Limited Edition","Various","USA",3,8,0,0.0182232346241458,0,0.00273473108477666
"3237","2007 Christmas Snowflake Desktop Style","Christmas Mugs","Various","USA",6,4,1,0.00455580865603645,0.214285714285714,0.00546946216955333
"3238","Van Gogh's Cafe Terrace at Night Travel mug","Limited Edition","Various","USA",6,4,1,0.00455580865603645,0.214285714285714,0.00546946216955333
"3239","Seoul Relief Mug","Relief Series","Seoul","South Korea",265,38,44,0.00192356365477094,0.24812030075188,0.241567912488605
"3240","Spain Global Icon Demitasse","08 Icon Edition Mini","Various","Spain",104,14,9,0.00318906605922551,0.128571428571429,0.0948040109389243
"3241","Peru Global Icon Demitasse","08 Icon Edition Mini","Various","Peru",46,20,7,0.00569476082004556,0.223404255319149,0.0419325432999088
"3242","Netherlands Global Icon Demitasse","08 Icon Edition Mini","Various","Netherlands",122,16,12,0.00280357455756089,0.146341463414634,0.111212397447584
"3243","White Christmas mug, 16 fl.oz","Christmas Mugs","Various","USA",4,1,0,0.00227790432801822,0,0.00364630811303555
"3244","Tazo Mug in green/white, 8 fl.oz","Undefined Series","Various","USA",3,0,2,0,0.75,0.00273473108477666
"3245","Starbucks 1971 Heritage Mug","Limited Edition","Various","USA",13,9,0,0.020501138952164,0,0.0118505013673655
"3246","Opalescent Mug, Brown - 12 fl.oz","Limited Edition","Various","USA",1,0,0,0,0,0.000911577028258888
"3247","Opalescent Mug - Beige, 12 fl. oz","Limited Edition","Various","USA",1,0,0,0,0,0.000911577028258888
"3248","Double Wall Glass, 14 fl. oz","Undefined Series","Various","USA",15,0,0,0,0,0.0136736554238833
"3249","Van Gogh's Sunflower Travel mug","Limited Edition","Various","USA",4,10,0,0.0227790432801822,0,0.00364630811303555
"3250","Van Gogh's Village Street and Steps in Auvers Travel mug","Limited Edition","Various","USA",2,6,0,0.0136674259681093,0,0.00182315405651778
"3251","Van Gogh's Cafe Terrace at Night Pitcher","Limited Edition","Various","USA",5,5,0,0.0113895216400911,0,0.00455788514129444
"3252","Beijing Relief Mug","Relief Series","Beijing","China",205,63,26,0.00531511009870919,0.189320388349515,0.186873290793072
